name,num_locations,categories,raw_categories
The Oaks,1,Retreat center,Retreat center
The Oaks Apartments,1,Apartment rental agency,Apartment rental agency
The Oasis Cafe,1,restaurant,Restaurant
The Observatory North Park,1,Concert hall|Event venue|Live music venue|Performing arts theater,Concert hall|Event venue|Live music venue|Performing arts theater
The Oceanaire Seafood Room,1,Fine dining restaurant|Seafood restaurant,Fine dining restaurant|Seafood restaurant
The Office,1,bar|Cocktail bar,Bar|Cocktail bar
The Old Globe,1,Event venue|Performing arts theater,Event venue|Performing arts theater
The Old Globe Technical Center,1,Museum,Museum
The Old Rancho Wedding Estate,1,Wedding venue,Wedding venue
The Old Spaghetti Factory,1,Banquet hall|bar|Delivery service|Family restaurant|Gluten-free restaurant|Italian restaurant|restaurant|Takeout Restaurant,Banquet hall|Bar|Delivery service|Family restaurant|Gluten-free restaurant|Italian restaurant|Restaurant|Takeout Restaurant
The Old Town Coffee and Tea Shop,1,coffee_shop|Tea house,Coffee shop|Tea house
The Old Town Coffee and Tea shop,1,Tea house,Tea house
The Old Town Store,1,Market,Market
The Olde Carriage Tavern,1,bar,Bar
The Olive Tree Market,1,Gourmet grocery store|Grocery store,Gourmet grocery store|Grocery store
The Oral Surgery & Dental Implant Specialists,1,Dental clinic|Dental implants periodontist|Dental implants provider|Dentist|Oral and maxillofacial surgeon|Oral surgeon|Periodontist,Dental clinic|Dental implants periodontist|Dental implants provider|Dentist|Oral and maxillofacial surgeon|Oral surgeon|Periodontist
The Oral Surgery & Dental Implant Specialists of San Diego,1,Dental clinic|Dental implants periodontist|Dental implants provider|Dentist|Oral and maxillofacial surgeon|Oral surgeon|Periodontist,Dental clinic|Dental implants periodontist|Dental implants provider|Dentist|Oral and maxillofacial surgeon|Oral surgeon|Periodontist
The Orchard Senior Living Apartments,1,Apartment building|Apartment complex|Retirement community,Apartment building|Apartment complex|Retirement community
"The Organizer Fiduciary Services, P..O...S.Place Inc.",2,Lodging,Lodging
The Orient Thai Cafe,1,Thai restaurant,Thai restaurant
The Original Pancake House,2,American restaurant|Breakfast restaurant|Pancake restaurant|restaurant,American restaurant|Breakfast restaurant|Pancake restaurant|Restaurant
The Original Pickle Store,1,Gourmet grocery store,Gourmet grocery store
The Original Sab-E-Lee,1,Thai restaurant,Thai restaurant
The Originals Barbershop (APPOINTMENT ONLY),1,Barber shop,Barber shop
The Ould Sod,1,bar|Cocktail bar|Irish pub,Bar|Cocktail bar|Irish pub
The Owl Drug Co. Social Eating House,1,bar|Brewpub|Brunch restaurant|Event venue|Live music bar|Night club|Pizza restaurant|restaurant,Bar|Brewpub|Brunch restaurant|Event venue|Live music bar|Night club|Pizza restaurant|Restaurant
The Oyster Bar SKC,1,restaurant,Restaurant
"The Pabst Law Firm, APC",1,Attorney|Law firm|Personal injury attorney,Attorney|Law firm|Personal injury attorney
The Pacific At Mission Bay,1,Apartment building|Apartment complex|Apartment rental agency,Apartment building|Apartment complex|Apartment rental agency
The Pacific Hotel,1,Culinary school|Hotel|Motel|Travel agency,Culinary school|Hotel|Motel|Travel agency
The Pad Thai Stand,1,restaurant,Restaurant
The Paintball Park at Miramar,1,Paintball center,Paintball center
The Paleta Bar,1,Dessert shop,Dessert shop
The Palms Christian Store,1,Book store|Christian book store|Christian church|Clothing store|Jewelry store,Book store|Christian book store|Christian church|Clothing store|Jewelry store
The Palms Restaurant and Banquet Hall,1,Banquet hall|restaurant,Banquet hall|Restaurant
The Pannikin Building,1,Banquet hall|Corporate entertainment service|Event venue|Live music venue|Wedding venue,Banquet hall|Corporate entertainment service|Event venue|Live music venue|Wedding venue
The Par Lounge and Deck,1,Lounge|New American restaurant|Sports bar,Lounge|New American restaurant|Sports bar
The Park Bankers Hill,1,Condominium complex,Condominium complex
The Parker Apartment Homes,1,Apartment building,Apartment building
The Parlor Barber Shop,1,Barber shop,Barber shop
The Pasha Group,1,Container terminal,Container terminal
The Patio Express,2,coffee_shop,Cafe
The Patio Marketplace at Axiom,1,coffee_shop,Cafe
The Patio on 101,1,restaurant,Restaurant
The Patio on Goldfinch,1,restaurant,Restaurant
The Patio on Lamont,1,restaurant,Restaurant
The Pawnshop Inc,1,Collectibles store|Diamond buyer|Diamond dealer|Electronics store|Gold dealer|Jewelry buyer|Jewelry store|Musical instrument store|Pawn shop|Tool store,Collectibles store|Diamond buyer|Diamond dealer|Electronics store|Gold dealer|Jewelry buyer|Jewelry store|Musical instrument store|Pawn shop|Tool store
The Pearl Hotel,1,Hotel|restaurant|Wedding venue,Hotel|Restaurant|Wedding venue
The Pearl Restaurant,1,American restaurant|bar,American restaurant|Bar
The Pennant Bar,1,bar|Bar & grill|restaurant|Sports bar,Bar|Bar & grill|Restaurant|Sports bar
The People's Lot,1,Non-profit organization,Non-profit organization
The Pepper Coffey Sales Team's,1,Coffee store,Coffee store
The Perfect Paint Color,1,Interior designer,Interior designer
The Perfume City,1,Flavours fragrances and aroma supplier|Perfume store|Stores and shopping,Flavours fragrances and aroma supplier|Perfume store|Stores and shopping
The Pet Hospital of Tierrasanta,1,Veterinarian,Veterinarian
The Phana Par Group NMLS 568769,1,Mortgage lender,Mortgage lender
The Philosopher's Stone Crystal Shop,1,Metaphysical supply store|Rock shop,Metaphysical supply store|Rock shop
The Pho Shop,1,Vietnamese restaurant,Vietnamese restaurant
The Photo Club,1,Photography studio,Photography studio
The Photographer's Eye: A Creative Collective,1,Photographer,Photographer
The Physical Therapy Effect,1,Massage therapist|Physical therapist|Physical therapy clinic,Massage therapist|Physical therapist|Physical therapy clinic
The Picture Place,1,Photography studio|Picture frame shop|Portrait studio,Photography studio|Picture frame shop|Portrait studio
The Pie Joint,1,Pie shop,Pie shop
The Pig's Gig BBQ,1,Barbecue restaurant|Caterer,Barbecue restaurant|Caterer
The Pine Hotel,1,Hotel,Hotel
The Pink Poodle Pet Salon,1,Pet groomer,Pet groomer
The Pit Hardcore Fitness,1,Gym,Gym
The Pit Stop,1,auto_repair|Auto spring shop|Auto tune up service|Brake shop|Car inspection station|Mechanic|Oil change service,Auto repair shop|Auto spring shop|Auto tune up service|Brake shop|Car inspection station|Mechanic|Oil change service
The Pits,1,Beach volleyball court,Beach volleyball court
The Pizza & Tamales Factory,1,Fast food restaurant|Italian restaurant|Pizza restaurant,Fast food restaurant|Italian restaurant|Pizza restaurant
The Pizza Joint,1,Bar & grill|Chicken wings restaurant|Halal restaurant|Pizza Takeout|Pizza restaurant,Bar & grill|Chicken wings restaurant|Halal restaurant|Pizza Takeout|Pizza restaurant
The Plaza,1,Corporate office,Corporate office
The Plaza At Sunbow,1,Shopping mall,Shopping mall
The Plaza Condominiums,1,Condominium complex,Condominium complex
The Plaza at the Border,1,Shopping mall,Shopping mall
The Plot,1,restaurant,Restaurant
The Plunge San Diego,1,Emergency training|Event venue|Fitness center|Gym|Indoor swimming pool|Party planner|Public swimming pool|Swimming instructor,Emergency training|Event venue|Fitness center|Gym|Indoor swimming pool|Party planner|Public swimming pool|Swimming instructor
The Pointed Roof Delicatessen,1,coffee_shop|Deli|restaurant|Salad shop|Sandwich shop|Soup shop,Coffee shop|Deli|Restaurant|Salad shop|Sandwich shop|Soup shop
The Poke Cafe,1,Asian fusion restaurant|Hawaiian restaurant|Seafood restaurant|Sushi restaurant,Asian fusion restaurant|Hawaiian restaurant|Seafood restaurant|Sushi restaurant
The Poke Co,1,Poke bar,Poke bar
The Poke Co. - Gaslamp,1,Hawaiian restaurant,Hawaiian restaurant
The Poke Co. - Mission Valley,1,restaurant,Restaurant
The Pony Room,1,American restaurant|bar|Cocktail bar|restaurant,American restaurant|Bar|Cocktail bar|Restaurant
The Pool House,1,bar|Lounge,Bar|Lounge
The Pooped Puppy,1,Dog day care center|Dog trainer|Pet boarding service|Pet groomer,Dog day care center|Dog trainer|Pet boarding service|Pet groomer
The Poseidon Restaurant,1,restaurant|Seafood restaurant,Restaurant|Seafood restaurant
The Postal Place,1,Fax service|Mailbox rental service|Notary public|Packaging supply store|Shipping and mailing service,Fax service|Mailbox rental service|Notary public|Packaging supply store|Shipping and mailing service
The Posy Peddler,1,Florist,Florist
The Prado Valet Parking,1,Valet parking service,Valet parking service
The Presley,1,restaurant,Restaurant
The Pretty Kitty,2,beauty_salon|Waxing hair removal service,Beauty salon|Waxing hair removal service
The Pretty Parlor,1,beauty_salon,Beauty salon
The Pride Law Firm,1,Employment attorney|Personal injury attorney|Trial attorney,Employment attorney|Personal injury attorney|Trial attorney
The Private Gym,1,Gym|Personal trainer|Physical fitness program|Weight loss service,Gym|Personal trainer|Physical fitness program|Weight loss service
The Privateer Coal Fire Pizza,1,Pizza restaurant,Pizza restaurant
The Privateer Marketplace & Wine Bar,1,Bar & grill,Bar & grill
The Produce Exchange,1,Produce wholesaler,Produce wholesaler
The Produce Guys San Diego,1,Farmers' market,Farmers' market
The Promiscuous Fork,2,American restaurant|bar|New American restaurant|restaurant,American restaurant|Bar|New American restaurant|Restaurant
The Proper Cut Barbershop,1,Barber shop,Barber shop
The Protein Plate,1,Health food restaurant|restaurant,Health food restaurant|Restaurant
The Puppy Patch,1,Dog breeder|Pet store,Dog breeder|Pet store
The Purple Mint Vegan Bistro,1,restaurant|Vegan restaurant|Vietnamese restaurant,Restaurant|Vegan restaurant|Vietnamese restaurant
The Purring Parrot,1,Kennel|Pet sitter,Kennel|Pet sitter
The Puzzalarium,1,Amusement center|Corporate entertainment service|Event planner|Event venue|Wi-Fi spot,Amusement center|Corporate entertainment service|Event planner|Event venue|Wi-Fi spot
The QUAD,1,Student housing center,Student housing center
The Quarterdeck Restaurant & Bar,1,American restaurant|bar|Lounge|restaurant,American restaurant|Bar|Lounge|Restaurant
The REY,1,Apartment building|Apartment complex|Apartment rental agency,Apartment building|Apartment complex|Apartment rental agency
The Rabbit Hole,1,bar|restaurant,Bar|Restaurant
The Rady Shell at Jacobs Park,1,Live music venue,Live music venue
The Rail,1,Gay bar,Gay bar
The Rambler Motel,1,Motel,Motel
The Ranch Sober Living,1,Addiction treatment center|Alcoholism treatment program|Rehabilitation center,Addiction treatment center|Alcoholism treatment program|Rehabilitation center
The Real Estate Inspection Co.,1,Home inspector,Home inspector
The Red Door,1,European restaurant|Italian restaurant|Wine bar,European restaurant|Italian restaurant|Wine bar
The Reef Bar,1,bar|Cocktail bar,Bar|Cocktail bar
The Regal Bar,1,bar,Bar
The Regal Seagull,1,bar|Bar & grill,Bar|Bar & grill
The Relationship Society,1,Marriage or relationship counselor|Psychotherapist,Marriage or relationship counselor|Psychotherapist
The Relaxology Room,1,Day spa|Massage therapist,Day spa|Massage therapist
The Remedy,1,Wine bar,Wine bar
The Remington Club,1,Assisted living facility|Nursing home|Retirement community|Retirement home,Assisted living facility|Nursing home|Retirement community|Retirement home
The Repair Zone,1,Musical instrument repair shop,Musical instrument repair shop
The Rescued Pup,1,Pet adoption service,Pet adoption service
The Reserve,2,Alternative medicine practitioner|Business center|Cannabis store|Wellness center,Alternative medicine practitioner|Business center|Cannabis store|Wellness center
The Reserve at 4S Ranch,1,Apartment building|Apartment complex|Property management company,Apartment building|Apartment complex|Property management company
The Resolved Church,1,Church,Church
The Reunion Pub,1,bar,Bar
The Riding School,1,Horse riding school,Horse riding school
The Rinks Poway ICE,1,Ice skating rink,Ice skating rink
The Ritz Theater,1,Event venue|Movie theater|Performing arts theater,Event venue|Movie theater|Performing arts theater
The Roar Store,1,Gift shop,Gift shop
The Rock Church,1,Church|Non-denominational church,Church|Non-denominational church
The Roof Masters,1,Roofing contractor,Roofing contractor
The Rooftop Bar,1,restaurant,Restaurant
The Rose Wine Bar,1,Catering food and drink supplier|Pub|restaurant|Wine bar|Wine store,Catering food and drink supplier|Pub|Restaurant|Wine bar|Wine store
The Roxy Encinitas,1,American restaurant|Cocktail bar|Live music venue,American restaurant|Cocktail bar|Live music venue
The Rustic Sparrow,1,Gift shop|Vintage clothing store,Gift shop|Vintage clothing store
The SALON by InStyle Inside JCPenney,3,beauty_salon|Beauty supply store|Hairdresser|Stylist,Beauty salon|Beauty supply store|Hair salon|Hairdresser|Nail salon|Stylist
The SD Flower Shop,2,Florist|Flower delivery|Flower designer,Florist|Flower delivery|Flower designer
The Saloon,1,bar|Cocktail bar|Lounge,Bar|Cocktail bar|Lounge
The Salty Frog Bar,1,bar|Cocktail bar|Karaoke|Live music bar|Lounge,Bar|Cocktail bar|Karaoke|Live music bar|Lounge
The Salvation Army Centre City Corps,1,Church|Non-profit organization,Church|Non-profit organization
The Salvation Army Family Store & Donation Center,1,Donations center|Thrift store,Donations center|Thrift store
The Salvation Army Family Thrift Store & Donation Center,2,Second hand store|Thrift store|Used clothing store|Vintage clothing store,Second hand store|Thrift store|Used clothing store|Vintage clothing store
The Salvation Army Kroc Center,1,After school program|Arts organization|Basketball court|Church|Community center|Conference center|Property management company|Recreation center|Volunteer organization,After school program|Arts organization|Basketball court|Church|Community center|Conference center|Property management company|Recreation center|Volunteer organization
The Salvation Army San Diego Citadel Corps,1,Church|Homeless service,Church|Homeless service
The Salvation Army Thrift Store & Donation Center,4,Second hand store|Thrift store|Used clothing store|Vintage clothing store,Second hand store|Thrift store|Used clothing store|Vintage clothing store
The San Diego Foundation,1,Non-profit organization,Non-profit organization
The San Diego Museum of Art,1,Art museum|poi_attraction,Art museum|Tourist attraction
The San Diego Union-Tribune,1,Corporate office|Media company|News service|Newspaper publisher,Corporate office|Media company|News service|Newspaper publisher
The Sanctuary,1,Group accommodation,Group accommodation
The Sanctuary - A Lost Abbey Tasting Room,1,Brewery,Brewery
The Santaluz Club,1,Golf club,Golf club
The Scooter Farm Pro Scooter Store,1,Scooter repair shop|Sporting goods store,Scooter repair shop|Sporting goods store
The Scoreboard,1,Sports bar,Sports bar
The Scream Zone,1,Event venue|Haunted house,Event venue|Haunted house
The Seaman Team | Keller Williams Realty,2,Real estate agency|Real estate agents|Real estate consultant,Real estate agency|Real estate agents|Real estate consultant
